ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,tiempoResolucion,JuegoID,nivelEscalamiento
10154,Vandalismo,2024-10-06,Abierta,['396-82-4014'],['MNT-14254'],-1,33398,POCO URGENTE
10155,Desgaste,2024-09-28,Abierta,['924-55-2893'],['MNT-07733'],-1,20511,POCO URGENTE
10156,Rotura,2024-01-27,Cerrada,['602-87-2036'],['MNT-04829'],-1,33672,POCO URGENTE
10157,Vandalismo,2024-06-27,Abierta,['649-81-6390'],"['MNT-09195', 'MNT-13706']",-1,7126170,POCO URGENTE
10158,Vandalismo,2024-06-23,Abierta,['374-76-8245'],['MNT-06988'],-1,5239311,POCO URGENTE
10159,Desgaste,2024-04-30,Cerrada,['806-11-5266'],['MNT-01195'],23,4737874,POCO URGENTE
10160,Mal funcionamiento,2024-09-22,Abierta,['056-89-8003'],['MNT-10630'],-1,5066121,POCO URGENTE
10161,Mal funcionamiento,2024-08-07,Cerrada,['712-88-0653'],['MNT-04165'],-1,3851208,POCO URGENTE
10162,Rotura,2024-08-15,Cerrada,['947-55-5186'],['MNT-08751'],-1,5025128,POCO URGENTE
10163,Rotura,2023-10-19,Cerrada,['349-68-6684'],"['MNT-05092', 'MNT-11042']",169,7840615,POCO URGENTE
10164,Vandalismo,2024-03-22,Abierta,['371-76-2937'],['MNT-04080'],-1,59550,POCO URGENTE
10165,Vandalismo,2024-01-18,Cerrada,['468-40-4655'],['MNT-00408'],-1,18805,POCO URGENTE
10166,Rotura,2023-12-11,Cerrada,['774-74-7961'],"['MNT-01497', 'MNT-06346']",219,59508,POCO URGENTE
10167,Mal funcionamiento,2023-12-24,Abierta,['697-80-5768'],"['MNT-02011', 'MNT-14469']",-1,4749996,POCO URGENTE
10168,Rotura,2024-09-20,Abierta,['558-69-1853'],['MNT-05304'],-1,34861,POCO URGENTE
10169,Rotura,2024-05-24,Abierta,['055-18-5579'],"['MNT-00200', 'MNT-07488']",-1,19792,POCO URGENTE
10170,Desgaste,2024-02-14,Abierta,['464-91-6592'],['MNT-12789'],-1,34165,POCO URGENTE
10171,Rotura,2023-12-23,Cerrada,['574-88-6818'],['MNT-06537'],150,19958,POCO URGENTE
10172,Rotura,2023-11-15,Abierta,['976-08-7100'],['MNT-07273'],-1,25562,POCO URGENTE
10173,Vandalismo,2023-12-12,Abierta,['095-65-3627'],['MNT-12802'],-1,21925,POCO URGENTE
10174,Rotura,2024-02-24,Cerrada,['913-87-1666'],['MNT-07945'],6,19919,POCO URGENTE
10175,Mal funcionamiento,2024-05-21,Cerrada,['594-83-0691'],"['MNT-02168', 'MNT-04267', 'MNT-05472']",130,22452,POCO URGENTE
10176,Vandalismo,2023-11-13,Abierta,['678-95-0815'],['MNT-10813'],-1,7116392,POCO URGENTE
10177,Vandalismo,2024-09-15,Abierta,['746-36-6547'],['MNT-01730'],-1,7928134,POCO URGENTE
10178,Desgaste,2023-05-11,Cerrada,['077-43-2612'],['MNT-09938'],228,58833,POCO URGENTE
10179,Vandalismo,2024-05-16,Cerrada,['756-96-2795'],['MNT-06337'],24,7591510,POCO URGENTE
10180,Vandalismo,2023-12-30,Cerrada,['388-11-6064'],"['MNT-05798', 'MNT-06142']",139,60046,POCO URGENTE
10181,Mal funcionamiento,2024-01-31,Cerrada,['248-75-5304'],['MNT-09377'],162,7893886,POCO URGENTE
10182,Mal funcionamiento,2024-08-02,Abierta,['937-20-7275'],['MNT-06954'],-1,20976,POCO URGENTE
10183,Mal funcionamiento,2023-11-19,Abierta,['119-41-8443'],['MNT-00894'],-1,9510572,POCO URGENTE
10184,Mal funcionamiento,2024-05-03,Abierta,['393-11-7928'],['MNT-14431'],-1,7943821,POCO URGENTE
10185,Desgaste,2024-04-15,Cerrada,['851-33-4183'],['MNT-03927'],-1,3531319,POCO URGENTE
10186,Rotura,2024-02-10,Cerrada,['877-90-4364'],['MNT-06481'],68,9291134,POCO URGENTE
10187,Vandalismo,2023-10-28,Cerrada,['743-13-6341'],['MNT-07053'],231,7928055,POCO URGENTE
10188,Desgaste,2024-02-15,Cerrada,['487-44-3856'],['MNT-04490'],143,9295813,POCO URGENTE
10189,Mal funcionamiento,2024-06-20,Cerrada,['756-68-8317'],['MNT-06003'],-1,21535,POCO URGENTE
10190,Vandalismo,2024-02-03,Cerrada,['722-47-3928'],['MNT-03935'],42,59150,POCO URGENTE
10191,Rotura,2024-01-24,Cerrada,['492-08-1065'],['MNT-14657'],100,25803,POCO URGENTE
10192,Rotura,2024-01-20,Abierta,['897-69-9950'],['MNT-14017'],-1,6909896,POCO URGENTE
10193,Rotura,2024-09-04,Cerrada,['778-92-3598'],['MNT-00101'],-1,5174671,POCO URGENTE
10194,Vandalismo,2024-07-18,Abierta,['664-80-5149'],['MNT-06087'],-1,21401,POCO URGENTE
10195,Vandalismo,2024-02-20,Abierta,['680-17-6803'],"['MNT-07457', 'MNT-07483']",-1,21843,POCO URGENTE
10196,Vandalismo,2024-08-17,Abierta,['297-74-7406'],"['MNT-13194', 'MNT-13689']",-1,7838891,POCO URGENTE
10197,Rotura,2024-02-18,Abierta,['259-40-4059'],['MNT-00546'],-1,32641,POCO URGENTE
10198,Mal funcionamiento,2024-08-16,Abierta,['656-83-3050'],"['MNT-11769', 'MNT-13435']",-1,20006,POCO URGENTE
10199,Rotura,2024-09-20,Cerrada,['946-81-0714'],['MNT-10381'],-1,8888642,POCO URGENTE
10200,Rotura,2024-07-08,Cerrada,['227-74-7033'],"['MNT-02811', 'MNT-11128']",-1,4704515,POCO URGENTE
10201,Rotura,2024-03-22,Cerrada,['170-17-3945'],"['MNT-07899', 'MNT-09198']",178,9237062,POCO URGENTE
10202,Mal funcionamiento,2024-07-23,Abierta,['586-26-9246'],['MNT-01500'],-1,59034,POCO URGENTE
10203,Desgaste,2023-11-04,Abierta,['165-70-9657'],"['MNT-01947', 'MNT-10227']",-1,6761381,POCO URGENTE
10204,Rotura,2024-05-26,Cerrada,['857-60-8494'],['MNT-14616'],-1,58509,POCO URGENTE
10205,Mal funcionamiento,2023-12-12,Abierta,['671-47-5284'],['MNT-09063'],-1,20754,POCO URGENTE
10206,Desgaste,2024-05-21,Cerrada,['484-87-2579'],['MNT-02771'],115,58937,POCO URGENTE
10207,Mal funcionamiento,2024-03-17,Abierta,['357-06-8956'],"['MNT-03202', 'MNT-10199']",-1,58003,POCO URGENTE
10208,Rotura,2024-06-22,Abierta,['528-76-2216'],['MNT-02177'],-1,5250491,POCO URGENTE
10209,Rotura,2024-02-20,Cerrada,['458-12-6965'],['MNT-04375'],33,25655,POCO URGENTE
10210,Mal funcionamiento,2024-11-09,Cerrada,['772-97-0003'],['MNT-09663'],-1,7243276,POCO URGENTE
10211,Mal funcionamiento,2024-08-06,Abierta,['488-92-2085'],['MNT-12246'],-1,21635,POCO URGENTE
10212,Vandalismo,2023-11-28,Abierta,['555-94-9326'],['MNT-06760'],-1,3565971,POCO URGENTE
10213,Desgaste,2024-03-26,Cerrada,['805-52-6640'],['MNT-04127'],71,4996437,POCO URGENTE
10214,Vandalismo,2024-01-23,Cerrada,['433-73-7872'],['MNT-08343'],249,3580686,POCO URGENTE
10215,Rotura,2024-05-11,Cerrada,['927-71-6144'],['MNT-02481'],30,58186,POCO URGENTE
10216,Vandalismo,2024-06-12,Cerrada,['829-67-3549'],['MNT-07495'],43,9295465,POCO URGENTE
10217,Mal funcionamiento,2024-05-13,Abierta,['593-67-8808'],['MNT-10770'],-1,59906,POCO URGENTE
10218,Rotura,2023-11-07,Cerrada,['990-24-2772'],['MNT-10279'],332,7527048,POCO URGENTE
10219,Mal funcionamiento,2024-05-02,Abierta,['208-26-8905'],"['MNT-03102', 'MNT-06090']",-1,7073449,POCO URGENTE
10220,Desgaste,2023-12-18,Cerrada,['086-70-3542'],['MNT-07178'],258,9181917,POCO URGENTE
10221,Rotura,2024-06-11,Abierta,['780-59-5236'],"['MNT-04881', 'MNT-10453']",-1,7930232,POCO URGENTE
10222,Desgaste,2023-12-18,Cerrada,['882-75-8363'],['MNT-09236'],147,8928401,POCO URGENTE
10223,Vandalismo,2024-09-07,Abierta,['002-24-9827'],['MNT-10284'],-1,59346,POCO URGENTE
10224,Mal funcionamiento,2024-08-13,Abierta,['572-04-1437'],['MNT-02009'],-1,57941,POCO URGENTE
10225,Desgaste,2024-01-09,Cerrada,['429-54-8289'],['MNT-08871'],119,52997,POCO URGENTE
10226,Mal funcionamiento,2024-03-15,Abierta,['002-59-1513'],['MNT-10883'],-1,22230,POCO URGENTE
10227,Desgaste,2024-08-12,Cerrada,['062-53-3440'],['MNT-02766'],-1,9059216,POCO URGENTE
10228,Desgaste,2024-01-10,Cerrada,['089-91-8100'],['MNT-06253'],12,8800085,POCO URGENTE
10229,Rotura,2024-02-09,Abierta,['842-23-4506'],['MNT-06481'],-1,9291134,POCO URGENTE
10230,Rotura,2023-12-16,Abierta,['377-20-0225'],"['MNT-01593', 'MNT-03308', 'MNT-10657']",-1,19770,POCO URGENTE
10231,Rotura,2024-05-01,Cerrada,['500-48-2151'],['MNT-13447'],63,22020,POCO URGENTE
10232,Desgaste,2024-04-29,Abierta,['071-56-7051'],['MNT-00388'],-1,5211400,POCO URGENTE
10233,Rotura,2024-02-02,Abierta,['493-04-5698'],['MNT-02166'],-1,7886671,POCO URGENTE
10234,Desgaste,2024-03-17,Cerrada,['073-83-5278'],"['MNT-06645', 'MNT-12308']",76,32891,POCO URGENTE
10235,Vandalismo,2024-09-08,Abierta,['078-01-0177'],['MNT-11032'],-1,7126928,POCO URGENTE
10236,Vandalismo,2024-04-03,Cerrada,['454-63-0649'],['MNT-02125'],-1,7591617,POCO URGENTE
10237,Vandalismo,2023-11-01,Abierta,['825-44-9054'],"['MNT-01521', 'MNT-03187']",-1,21006,POCO URGENTE
10238,Vandalismo,2023-12-12,Cerrada,['293-10-8465'],['MNT-08553'],10,3997063,POCO URGENTE
10239,Vandalismo,2024-02-04,Cerrada,['358-93-5195'],['MNT-03872'],25,7060750,POCO URGENTE
10240,Desgaste,2024-06-12,Abierta,['899-69-0843'],['MNT-06881'],-1,9049858,POCO URGENTE
10241,Rotura,2023-12-14,Abierta,['619-06-1824'],['MNT-00434'],-1,5203821,POCO URGENTE
10242,Mal funcionamiento,2024-02-23,Abierta,['078-82-0281'],['MNT-08954'],-1,4987862,POCO URGENTE
10243,Mal funcionamiento,2024-07-14,Cerrada,['761-32-5943'],['MNT-11102'],-1,59790,POCO URGENTE
10244,Rotura,2024-05-20,Abierta,['138-86-3884'],['MNT-05062'],-1,34086,POCO URGENTE
10245,Mal funcionamiento,2024-01-13,Abierta,['641-44-1867'],"['MNT-02537', 'MNT-10211']",-1,5249145,POCO URGENTE
10246,Vandalismo,2023-12-10,Cerrada,['803-67-7326'],"['MNT-10075', 'MNT-12292']",219,9291306,POCO URGENTE
10247,Rotura,2024-04-11,Cerrada,['005-53-2474'],['MNT-13304'],80,21822,POCO URGENTE
10248,Mal funcionamiento,2024-03-06,Abierta,['486-88-2324'],['MNT-05270'],-1,5211306,POCO URGENTE
10249,Mal funcionamiento,2024-10-11,Abierta,['707-00-8133'],['MNT-02205'],-1,59189,POCO URGENTE
10250,Desgaste,2024-02-18,Cerrada,['277-53-1017'],['MNT-09649'],-1,5658999,POCO URGENTE
10251,Rotura,2024-07-28,Cerrada,['364-84-7821'],['MNT-08131'],-1,4984486,POCO URGENTE
10252,Mal funcionamiento,2024-05-02,Abierta,['718-23-1322'],['MNT-05493'],-1,59585,POCO URGENTE
10253,Mal funcionamiento,2024-06-26,Cerrada,['910-57-9150'],"['MNT-04683', 'MNT-05575']",7,4737961,POCO URGENTE
10254,Vandalismo,2024-08-16,Cerrada,['958-71-7536'],"['MNT-03949', 'MNT-14710']",-1,33576,POCO URGENTE
10255,Desgaste,2024-05-05,Abierta,['921-27-5260'],['MNT-14433'],-1,6761391,POCO URGENTE
10256,Vandalismo,2024-09-09,Cerrada,['963-68-2865'],['MNT-09507'],88,58424,POCO URGENTE
10257,Mal funcionamiento,2024-01-18,Abierta,['380-43-3844'],['MNT-08042'],-1,3530877,POCO URGENTE
10258,Mal funcionamiento,2024-08-02,Cerrada,['279-86-2000'],['MNT-11750'],-1,35051,POCO URGENTE
10259,Desgaste,2024-09-10,Cerrada,['122-76-0519'],['MNT-00925'],-1,25821,POCO URGENTE
10260,Rotura,2024-05-09,Cerrada,['282-14-7200'],['MNT-10574'],117,5658187,POCO URGENTE
10261,Mal funcionamiento,2024-01-11,Cerrada,['544-11-1006'],['MNT-09189'],28,6761367,POCO URGENTE
10262,Rotura,2024-07-30,Cerrada,['794-05-6596'],"['MNT-01244', 'MNT-08814']",65,7927323,POCO URGENTE
10263,Desgaste,2024-09-14,Cerrada,['388-84-5350'],['MNT-07394'],-1,6878881,POCO URGENTE
10264,Desgaste,2024-08-01,Cerrada,['331-97-3602'],"['MNT-04276', 'MNT-05551']",-1,5174745,POCO URGENTE
10265,Vandalismo,2024-03-31,Cerrada,['669-44-2613'],"['MNT-13260', 'MNT-14448']",87,5238960,POCO URGENTE
10266,Vandalismo,2024-08-12,Abierta,['380-75-1092'],"['MNT-01737', 'MNT-05394', 'MNT-06911', 'MNT-07752']",-1,25698,POCO URGENTE
10267,Vandalismo,2024-10-04,Cerrada,['832-84-2148'],['MNT-08034'],-1,4704487,POCO URGENTE
10268,Mal funcionamiento,2023-12-25,Cerrada,['646-74-5688'],"['MNT-03415', 'MNT-08387']",114,9155769,POCO URGENTE
10269,Vandalismo,2024-08-06,Abierta,['802-02-2509'],['MNT-12182'],-1,5658970,POCO URGENTE
10270,Rotura,2023-11-04,Cerrada,['560-98-4750'],"['MNT-12603', 'MNT-14835']",319,32514,POCO URGENTE
10271,Rotura,2023-11-27,Cerrada,['747-51-2927'],['MNT-10027'],129,3576592,POCO URGENTE
10272,Vandalismo,2024-07-31,Cerrada,['878-57-1072'],['MNT-09856'],35,59698,POCO URGENTE
10273,Rotura,2023-12-20,Cerrada,['239-35-4690'],['MNT-10085'],-1,22047,POCO URGENTE
10274,Mal funcionamiento,2024-05-11,Cerrada,['704-66-9982'],['MNT-14762'],-1,8909787,POCO URGENTE
10275,Vandalismo,2024-03-22,Cerrada,['840-59-3725'],['MNT-14613'],140,7870210,POCO URGENTE
10276,Rotura,2024-01-25,Cerrada,['449-68-6576'],['MNT-03767'],162,3573409,POCO URGENTE
10277,Rotura,2024-09-27,Cerrada,['157-34-2515'],['MNT-13997'],-1,9497211,POCO URGENTE
10278,Mal funcionamiento,2023-11-11,Cerrada,['712-32-3413'],['MNT-05819'],323,58641,POCO URGENTE
10279,Desgaste,2024-04-22,Cerrada,['742-26-3150'],['MNT-12441'],-1,20672,POCO URGENTE
10280,Mal funcionamiento,2024-01-06,Cerrada,['060-14-5866'],"['MNT-06362', 'MNT-06872', 'MNT-11424']",63,7294620,POCO URGENTE
10281,Desgaste,2024-08-18,Abierta,['151-41-1474'],['MNT-14367'],-1,33275,POCO URGENTE
10282,Desgaste,2024-04-18,Cerrada,['725-93-0575'],['MNT-00455'],168,5218688,POCO URGENTE
10283,Rotura,2023-11-10,Cerrada,['941-20-2925'],['MNT-06692'],19,5250195,POCO URGENTE
10284,Mal funcionamiento,2024-03-04,Cerrada,['873-27-3314'],['MNT-03950'],168,19978,POCO URGENTE
10285,Rotura,2024-01-19,Abierta,['145-80-2396'],"['MNT-07238', 'MNT-08151']",-1,32955,POCO URGENTE
10286,Mal funcionamiento,2023-10-31,Cerrada,['483-18-8286'],['MNT-13641'],321,20033,POCO URGENTE
10287,Vandalismo,2024-06-28,Abierta,['219-31-2247'],['MNT-12314'],-1,21461,POCO URGENTE
10288,Mal funcionamiento,2024-08-11,Abierta,['857-60-8494'],['MNT-06152'],-1,5158892,POCO URGENTE
10289,Vandalismo,2024-05-17,Cerrada,['405-05-4810'],['MNT-00985'],-1,24828,POCO URGENTE
10290,Rotura,2024-04-19,Abierta,['892-79-2898'],['MNT-13273'],-1,58517,POCO URGENTE
10291,Mal funcionamiento,2024-02-10,Cerrada,['891-43-8203'],"['MNT-00425', 'MNT-04446']",169,9277863,POCO URGENTE
10292,Desgaste,2024-07-28,Abierta,['700-54-1921'],['MNT-03300'],-1,7862154,POCO URGENTE
10293,Rotura,2024-03-21,Cerrada,['351-18-7626'],['MNT-13905'],179,7356680,POCO URGENTE
10294,Desgaste,2024-07-20,Cerrada,['180-41-1753'],['MNT-08175'],-1,21896,POCO URGENTE
10295,Desgaste,2023-11-10,Cerrada,['461-95-5308'],['MNT-06943'],256,19731,POCO URGENTE
10296,Rotura,2024-07-18,Abierta,['154-72-4036'],['MNT-01175'],-1,7144139,POCO URGENTE
10297,Vandalismo,2024-09-28,Cerrada,['840-63-3689'],['MNT-10195'],-1,25610,POCO URGENTE
10298,Mal funcionamiento,2024-09-24,Cerrada,['140-33-4548'],"['MNT-03288', 'MNT-03740']",7,58684,POCO URGENTE
10299,Desgaste,2023-11-20,Abierta,['788-59-4887'],"['MNT-08406', 'MNT-09228', 'MNT-10737']",-1,4732018,POCO URGENTE
10300,Desgaste,2024-05-05,Abierta,['163-56-3154'],['MNT-11465'],-1,6878877,POCO URGENTE
10301,Rotura,2024-06-25,Abierta,['410-00-5356'],['MNT-14783'],-1,7934651,POCO URGENTE
10302,Rotura,2024-01-01,Cerrada,['817-59-4875'],['MNT-06496'],28,451586,POCO URGENTE
10303,Mal funcionamiento,2024-10-02,Abierta,['067-67-6963'],['MNT-12883'],-1,9260754,POCO URGENTE
10304,Vandalismo,2024-07-04,Abierta,['019-00-6767'],['MNT-08993'],-1,6878905,POCO URGENTE
10305,Rotura,2024-02-03,Abierta,['437-10-0178'],"['MNT-00992', 'MNT-08699', 'MNT-10607', 'MNT-14910']",-1,9177700,POCO URGENTE
10306,Desgaste,2023-11-09,Cerrada,['756-51-8522'],['MNT-13083'],286,9284819,POCO URGENTE
10307,Desgaste,2024-01-27,Abierta,['254-41-6217'],['MNT-02009'],-1,57941,POCO URGENTE
10308,Mal funcionamiento,2023-10-17,Abierta,['856-05-9278'],"['MNT-01659', 'MNT-09074', 'MNT-11220']",-1,5238889,POCO URGENTE
10309,Rotura,2024-09-01,Abierta,['733-17-1712'],"['MNT-02507', 'MNT-05962']",-1,58000,POCO URGENTE
10310,Mal funcionamiento,2023-11-16,Abierta,['491-67-0935'],['MNT-06191'],-1,5199536,POCO URGENTE
10311,Rotura,2024-03-03,Abierta,['497-66-4233'],['MNT-14064'],-1,7896546,POCO URGENTE
10312,Desgaste,2024-02-05,Cerrada,['487-44-3856'],['MNT-02030'],112,6761376,POCO URGENTE
10313,Rotura,2024-08-23,Cerrada,['724-45-9867'],['MNT-03231'],-1,9183239,POCO URGENTE
10314,Desgaste,2023-10-16,Cerrada,['067-03-6693'],['MNT-07313'],203,58227,POCO URGENTE
10315,Desgaste,2024-01-13,Abierta,['636-17-9764'],"['MNT-04583', 'MNT-08447']",-1,52929,POCO URGENTE
10316,Vandalismo,2024-02-17,Cerrada,['839-67-3278'],['MNT-10285'],138,53043,POCO URGENTE
10317,Vandalismo,2024-07-09,Cerrada,['552-89-3569'],['MNT-12468'],-1,5240833,POCO URGENTE
10318,Mal funcionamiento,2023-06-11,Cerrada,['204-76-9615'],"['MNT-04543', 'MNT-11504']",406,22228,POCO URGENTE
10319,Mal funcionamiento,2024-07-06,Abierta,['536-44-0598'],"['MNT-00823', 'MNT-07777', 'MNT-08147']",-1,21113,POCO URGENTE
10320,Rotura,2024-01-15,Cerrada,['748-63-6911'],"['MNT-08046', 'MNT-12215']",110,8928481,POCO URGENTE
10321,Rotura,2024-01-21,Abierta,['488-16-1609'],"['MNT-13577', 'MNT-13690']",-1,9226870,POCO URGENTE
10322,Mal funcionamiento,2024-07-13,Abierta,['274-33-0128'],['MNT-12868'],-1,9233380,POCO URGENTE
10323,Desgaste,2023-11-05,Abierta,['744-52-6786'],"['MNT-01553', 'MNT-09908']",-1,58137,POCO URGENTE
10324,Mal funcionamiento,2024-08-11,Abierta,['729-25-0155'],['MNT-09549'],-1,4992008,POCO URGENTE
10325,Mal funcionamiento,2024-01-26,Cerrada,['907-91-3349'],['MNT-13999'],-1,32799,POCO URGENTE
10326,Mal funcionamiento,2024-10-10,Cerrada,['388-82-8635'],['MNT-14244'],-1,6761374,POCO URGENTE
10327,Desgaste,2024-06-03,Abierta,['798-60-6680'],['MNT-03630'],-1,6878789,POCO URGENTE
10328,Mal funcionamiento,2024-09-05,Abierta,['634-61-6888'],['MNT-14347'],-1,9285493,POCO URGENTE
10329,Rotura,2024-08-30,Abierta,['741-35-1736'],['MNT-01494'],-1,59134,POCO URGENTE
10330,Vandalismo,2024-09-04,Cerrada,['059-74-4036'],['MNT-02123'],-1,8938179,POCO URGENTE
10331,Rotura,2024-04-20,Abierta,['254-74-7150'],"['MNT-06945', 'MNT-12067']",-1,7928073,POCO URGENTE
10332,Mal funcionamiento,2024-05-16,Abierta,['078-84-1449'],['MNT-08553'],-1,3997063,POCO URGENTE
10333,Rotura,2024-05-28,Cerrada,['715-12-0529'],['MNT-07885'],-1,18704,POCO URGENTE
10334,Vandalismo,2024-07-13,Abierta,['680-73-1573'],['MNT-14826'],-1,7861631,POCO URGENTE
10335,Mal funcionamiento,2024-09-10,Cerrada,['411-18-9314'],['MNT-08326'],-1,34009,POCO URGENTE
10336,Rotura,2024-06-30,Abierta,['523-73-4025'],['MNT-01783'],-1,58765,POCO URGENTE
10337,Desgaste,2023-11-01,Cerrada,['020-27-2412'],['MNT-13209'],146,58800,POCO URGENTE
10338,Desgaste,2024-05-12,Abierta,['941-93-8881'],['MNT-14830'],-1,58696,POCO URGENTE
10339,Rotura,2024-08-20,Abierta,['433-46-1853'],['MNT-12979'],-1,9289335,POCO URGENTE
10340,Vandalismo,2023-12-02,Cerrada,['503-87-4994'],['MNT-11741'],-1,52982,POCO URGENTE
10341,Mal funcionamiento,2024-11-03,Abierta,['003-75-9074'],['MNT-11225'],-1,8820185,POCO URGENTE
10342,Vandalismo,2024-05-15,Abierta,['793-38-7741'],['MNT-12205'],-1,9288630,POCO URGENTE
10343,Rotura,2024-04-18,Abierta,['190-67-1929'],['MNT-11965'],-1,5240838,POCO URGENTE
10344,Vandalismo,2024-07-29,Abierta,['817-57-0534'],['MNT-02695'],-1,60138,POCO URGENTE
10345,Desgaste,2024-07-21,Abierta,['330-89-2635'],['MNT-12157'],-1,4731205,POCO URGENTE
10346,Mal funcionamiento,2024-05-14,Abierta,['935-15-5876'],"['MNT-04597', 'MNT-10985']",-1,21376,POCO URGENTE
10347,Rotura,2024-06-05,Abierta,['813-55-1224'],['MNT-09662'],-1,34139,POCO URGENTE
10348,Desgaste,2023-12-16,Cerrada,['122-50-6215'],['MNT-02826'],127,5239364,POCO URGENTE
10349,Desgaste,2024-09-14,Cerrada,['570-03-9148'],"['MNT-04300', 'MNT-12358', 'MNT-12618']",8,52934,POCO URGENTE
10350,Rotura,2024-08-05,Abierta,['705-84-7414'],['MNT-09576'],-1,21091,POCO URGENTE
10351,Vandalismo,2024-04-26,Abierta,['322-98-2998'],"['MNT-06175', 'MNT-08842', 'MNT-14750']",-1,4986151,POCO URGENTE
10352,Vandalismo,2023-11-29,Abierta,['092-00-2589'],['MNT-13660'],-1,8933963,POCO URGENTE
10353,Mal funcionamiento,2024-02-23,Abierta,['565-27-9676'],['MNT-03652'],-1,59229,POCO URGENTE
10354,Desgaste,2023-11-04,Cerrada,['366-71-7014'],['MNT-00172'],286,9470338,POCO URGENTE
10355,Vandalismo,2024-02-06,Abierta,['620-61-7651'],['MNT-13477'],-1,34930,POCO URGENTE
10356,Desgaste,2024-03-18,Cerrada,['889-80-5713'],['MNT-13391'],207,6878747,POCO URGENTE
10357,Desgaste,2024-01-31,Abierta,['781-22-2463'],['MNT-02557'],-1,33623,POCO URGENTE
10358,Desgaste,2024-09-28,Cerrada,['682-68-1113'],['MNT-01693'],-1,3531391,POCO URGENTE
10359,Desgaste,2024-01-10,Abierta,['472-29-8581'],['MNT-07651'],-1,4961107,POCO URGENTE
10360,Rotura,2024-04-29,Cerrada,['169-14-3809'],"['MNT-12428', 'MNT-13510']",-1,5056337,POCO URGENTE
10361,Rotura,2024-01-05,Cerrada,['645-35-1361'],['MNT-01692'],-1,9427116,POCO URGENTE
10362,Vandalismo,2024-04-23,Abierta,['956-70-0128'],['MNT-06299'],-1,21029,POCO URGENTE
10363,Rotura,2024-02-02,Abierta,['843-75-1731'],['MNT-13318'],-1,3569309,POCO URGENTE
10364,Mal funcionamiento,2024-09-22,Abierta,['240-96-1431'],['MNT-09441'],-1,9051940,POCO URGENTE
10365,Desgaste,2023-11-19,Abierta,['337-22-7697'],"['MNT-01232', 'MNT-07073']",-1,7126510,POCO URGENTE
10366,Rotura,2024-08-07,Cerrada,['772-95-7463'],['MNT-04002'],33,35123,POCO URGENTE
10367,Vandalismo,2024-12-01,Abierta,['663-43-5601'],"['MNT-05293', 'MNT-08831']",-1,35136,POCO URGENTE
10368,Rotura,2023-12-15,Cerrada,['260-59-0803'],['MNT-12263'],22,59655,POCO URGENTE
10369,Rotura,2024-01-14,Abierta,['424-44-0727'],['MNT-00286'],-1,3569233,POCO URGENTE
10370,Vandalismo,2023-10-31,Cerrada,['141-64-3527'],['MNT-01847'],142,8942009,POCO URGENTE
10371,Rotura,2024-05-07,Cerrada,['320-35-0397'],['MNT-11962'],-1,8905803,POCO URGENTE
10372,Rotura,2024-01-13,Abierta,['609-84-4475'],['MNT-07446'],-1,9182990,POCO URGENTE
10373,Mal funcionamiento,2024-08-10,Cerrada,['053-59-8595'],['MNT-07489'],-1,7872655,POCO URGENTE
10374,Mal funcionamiento,2024-10-01,Abierta,['185-34-1506'],"['MNT-10936', 'MNT-12569', 'MNT-13809']",-1,4988135,POCO URGENTE
10375,Mal funcionamiento,2024-08-02,Abierta,['271-06-2607'],['MNT-10041'],-1,59381,POCO URGENTE
10376,Desgaste,2024-04-07,Cerrada,['021-29-3666'],"['MNT-00015', 'MNT-08848']",-1,7126930,POCO URGENTE
10377,Mal funcionamiento,2024-05-04,Abierta,['291-85-9966'],['MNT-14084'],-1,35114,POCO URGENTE
10378,Desgaste,2024-08-20,Abierta,['674-45-2059'],"['MNT-05588', 'MNT-07038']",-1,19332,POCO URGENTE
10379,Vandalismo,2024-01-07,Abierta,['840-06-7752'],['MNT-02010'],-1,33523,POCO URGENTE
10380,Desgaste,2024-03-19,Cerrada,['050-66-3751'],['MNT-13485'],-1,58212,POCO URGENTE
10381,Rotura,2024-03-20,Abierta,['632-56-8812'],"['MNT-08039', 'MNT-11158', 'MNT-13242']",-1,6878890,POCO URGENTE
10382,Mal funcionamiento,2024-02-16,Cerrada,['423-66-0550'],['MNT-03992'],-1,22411,POCO URGENTE
10383,Vandalismo,2024-02-09,Cerrada,['479-75-3862'],['MNT-08363'],99,5240822,POCO URGENTE
10384,Rotura,2024-02-23,Abierta,['789-55-1255'],['MNT-02829'],-1,9427560,POCO URGENTE
10385,Mal funcionamiento,2024-03-08,Abierta,['885-49-4127'],['MNT-10882'],-1,33852,POCO URGENTE
10386,Vandalismo,2024-09-07,Abierta,['972-17-4611'],['MNT-02354'],-1,9498380,POCO URGENTE
10387,Vandalismo,2024-06-13,Cerrada,['394-69-1094'],['MNT-12263'],-1,59655,POCO URGENTE
10388,Desgaste,2024-04-18,Cerrada,['635-87-2536'],['MNT-02954'],171,33319,POCO URGENTE
10389,Mal funcionamiento,2024-04-10,Abierta,['442-69-8275'],['MNT-00552'],-1,20245,POCO URGENTE
10390,Desgaste,2024-05-24,Cerrada,['491-81-8628'],['MNT-05977'],-1,33448,POCO URGENTE
10391,Desgaste,2024-04-12,Abierta,['367-48-3813'],['MNT-04901'],-1,9388323,POCO URGENTE
